name,height,weight,age,position,tempo,skok,league,club
Jean-Paul Boëtius,178,73,29,CAM,72,68,Bundesliga,Hertha Berlin
Lucas Tousart,185,83,26,CDM,63,80,Bundesliga,Hertha Berlin
Layvin Kurzawa,182,0,30,LB,71,83,Premier League,Fulham
Tosin Adarabioyo,196,0,25,CB,72,77,Premier League,Fulham
Marc Albrighton,175,74,33,RM,65,61,Premier League,Leicester City
Danny Ward,191,88,29,GK,45,67,Premier League,Leicester City
Luke Thomas,177,0,21,LB,75,72,Premier League,Leicester City
Jannik Vestergaard,199,0,30,CB,32,66,Premier League,Leicester City
Nathan Collins,193,81,22,CB,71,77,Premier League,Wolves
Marvin Ducksch,188,79,29,ST,70,71,Bundesliga,Werder Bremen
Amos Pieper,191,0,25,CB,65,64,Bundesliga,Werder Bremen
Tiemoué Bakayoko,189,0,28,CDM,61,75,Serie A,Milan
Yacine Adli,186,0,22,CM,66,64,Serie A,Milan
Perr Schuurs,191,0,23,CB,66,72,Serie A,Torino
Valentino Lazaro,180,0,27,RWB,78,56,Serie A,Torino
Antonio Sanabria,181,73,27,ST,74,78,Serie A,Torino
Bram Nuytinck,190,82,33,CB,63,62,Serie A,Udinese
Nehuén Pérez,186,75,22,CB,57,77,Serie A,Udinese
Tolgay Arslan,180,0,32,CDM,67,55,Serie A,Udinese
Rodrigo Becão,191,0,27,CB,49,71,Serie A,Udinese
Silas,189,82,24,RM,87,60,Bundesliga,VfB Stuttgart
Waldemar Anton,189,84,26,CB,64,74,Bundesliga,VfB Stuttgart
Tiago Tomás,183,73,20,ST,87,63,Bundesliga,VfB Stuttgart
Niklas Stark,190,0,28,CB,75,67,Bundesliga,Werder Bremen
Niclas Füllkrug,189,83,30,ST,61,70,Bundesliga,Werder Bremen
Leonardo Bittencourt,170,0,29,CAM,66,65,Bundesliga,Werder Bremen
Nicolas Höfler,181,0,33,CDM,62,84,Bundesliga,SC Freiburg
Daniel-Kofi Kyereh,179,73,27,CAM,81,85,Bundesliga,SC Freiburg
Maximilian Eggestein,181,0,26,CDM,59,53,Bundesliga,SC Freiburg
Florian Kainz,176,0,30,LM,67,70,Bundesliga,1. FC Köln
Timo Horn,192,0,30,GK,48,64,Bundesliga,1. FC Köln
Benno Schmitz,182,0,28,RB,61,68,Bundesliga,1. FC Köln
Mitchel Bakker,185,0,22,LB,85,73,Bundesliga,Leverkusen
Paulinho,177,77,22,LM,85,67,Bundesliga,Leverkusen
Odilon Kossounou,191,0,22,CB,74,74,Bundesliga,Leverkusen
Alexander Schwolow,190,84,30,GK,37,72,Bundesliga,Nieznany klub
Thomas Ouwejan,183,76,26,LB,73,66,Bundesliga,Nieznany klub
Cédric Brunner,180,75,29,RB,69,79,Bundesliga,Nieznany klub
Alex Král,186,76,25,CDM,71,78,Bundesliga,Nieznany klub
Karim Adeyemi,177,75,21,ST,93,88,Bundesliga,Dortmund
Ko Itakura,186,75,26,CB,74,84,Bundesliga,M'gladbach
Michael Gregoritsch,193,0,29,ST,58,34,Bundesliga,SC Freiburg
Karl Darlow,190,88,32,GK,57,69,Premier League,Newcastle Utd
Joelinton,186,81,26,CM,76,79,Premier League,Newcastle Utd
Jamaal Lascelles,188,0,29,CB,41,82,Premier League,Newcastle Utd
Joseph Willock,179,71,23,CM,76,67,Premier League,Newcastle Utd
Morgan Gibbs-White,178,70,23,CAM,76,58,Premier League,Nott'm Forest
Brennan Johnson,181,0,22,RW,88,40,Premier League,Nott'm Forest
Orel Mangala,178,0,25,CM,64,67,Premier League,Nott'm Forest
Joe Aribo,183,0,26,CM,80,73,Premier League,Southampton
Alex McCarthy,193,0,33,GK,57,68,Premier League,Southampton
Ainsley Maitland-Niles,177,0,25,RWB,78,66,Premier League,Southampton
Tino Livramento,173,65,20,RB,83,66,Premier League,Southampton
Junior Firpo,184,78,26,LB,75,72,Premier League,Leeds United
Stuart Dallas,183,0,32,CM,70,57,Premier League,Leeds United
Djed Spence,184,71,22,RWB,89,60,Premier League,Spurs
Ryan Sessegnon,178,0,23,LWB,82,66,Premier League,Spurs
Eric Maxim Choupo-Moting,191,90,34,ST,63,70,Bundesliga,FC Bayern
Sven Ulreich,192,0,34,GK,40,66,Bundesliga,FC Bayern
Albert Sambi Lokonga,183,73,23,CM,66,71,Premier League,Arsenal
Cédric,172,67,31,RB,71,72,Premier League,Arsenal
Robin Olsen,196,0,33,GK,35,40,Premier League,Aston Villa
Calum Chambers,182,0,28,CB,65,75,Premier League,Aston Villa
Jacob Ramsey,180,72,22,CM,75,77,Premier League,Aston Villa
Marvelous Nakamba,178,71,29,CDM,62,78,Premier League,Aston Villa
Armando Broja,191,0,21,ST,76,63,Premier League,Chelsea
Mason Holgate,184,0,26,CB,71,76,Premier League,Everton
Asmir Begović,199,0,35,GK,43,38,Premier League,Everton
Alex Iwobi,185,75,27,RM,74,47,Premier League,Everton
Tom Davies,180,0,24,CM,65,56,Premier League,Everton
Anthony Gordon,183,74,22,LM,80,58,Premier League,Everton
Luke Ayling,185,0,31,RB,64,76,Premier League,Leeds United
Joel Robles Blázquez,195,0,32,GK,53,59,Premier League,Leeds United
Josha Vagnoman,190,90,22,RB,91,61,Bundesliga,VfB Stuttgart
Joel Ward,188,83,33,RB,84,76,Premier League,Crystal Palace
Ricardo Rodríguez,182,77,30,LB,85,82,Serie A,Torino
Antonee Robinson,183,70,25,LB,92,83,Premier League,Fulham
Marcus Tavernier,177,70,24,LM,88,61,Premier League,AFC Bournemouth
Felix Passlack,172,70,25,RM,80,84,Bundesliga,Dortmund
Destiny Iyenoma Udogie,186,67,20,LM,93,72,Serie A,Udinese
Razvan Marin,178,75,27,CM,78,82,Serie A,Empoli
Janis Antiste,182,77,20,ST,90,92,Serie A,Sassuolo
Khvicha Kvaratskhelia,183,70,22,LW,81,59,Serie A,Napoli
Neco Williams,183,72,22,RB,83,73,Premier League,Nott'm Forest
Ryan Christie,178,71,28,LM,85,69,Premier League,AFC Bournemouth
Nicola Zalewski,175,70,21,LM,83,57,Serie A,Roma FC
Philipp Förster,188,82,28,CM,73,70,Bundesliga,VfL Bochum
Karol Linetty,176,73,28,CM,72,87,Serie A,Torino
Éderson José dos Santos,183,0,23,CM,70,59,Serie A,Atalanta BC
Ashley Young,175,65,37,LM,88,64,Premier League,Aston Villa
Kaoru Mitoma,178,71,26,LM,87,75,Premier League,Brighton
Kelvin Amian,180,0,25,RWB,78,79,Serie A,La Spezia
Gian Marco Ferrari,189,0,31,CB,50,77,Serie A,Sassuolo
Martin Erlić,193,0,25,CB,64,60,Serie A,Sassuolo
Armand Laurienté,177,79,24,RM,77,55,Serie A,Sassuolo
Matheus Henrique de Souza,175,0,25,CM,74,64,Serie A,Sassuolo
Andrea Ranocchia,195,0,35,CB,45,69,Serie A,AC Monza
Armando Izzo,183,0,31,CB,67,76,Serie A,AC Monza
Dany Mota Carvalho,180,0,25,ST,75,47,Serie A,AC Monza
Michele Di Gregorio,187,81,25,GK,29,66,Serie A,AC Monza
Marco Carnesecchi,191,0,22,GK,31,40,Serie A,Cremonese
Ionuț Andrei Radu,188,0,26,GK,40,59,Serie A,Cremonese
Santiago Ascacíbar,168,0,26,CDM,69,83,Serie A,Cremonese
Luigi Sepe,185,0,32,GK,44,57,Serie A,Salernitana
Federico Fazio,195,0,36,CB,34,43,Serie A,Salernitana
Youssef Maleh,177,0,24,CM,69,53,Serie A,Fiorentina
Christian Kouamé,185,0,25,ST,83,85,Serie A,Fiorentina
Ermin Bičakčić,185,0,33,CB,44,75,Bundesliga,TSG Hoffenheim
Robert Skov,185,0,27,RW,78,49,Bundesliga,TSG Hoffenheim
André Hahn,185,80,32,ST,69,84,Bundesliga,FC Augsburg
Florian Niederlechner,187,0,32,ST,68,65,Bundesliga,FC Augsburg
Mathias Jensen,180,0,27,CM,67,67,Premier League,Brentford
Vitaly Janelt,184,0,25,CM,67,72,Premier League,Brentford
Jack Stephens,185,0,29,CB,50,67,Premier League,AFC Bournemouth
Adam Smith,180,0,32,RB,66,62,Premier League,AFC Bournemouth
Ryan Christie,178,71,28,RW,81,66,Premier League,AFC Bournemouth
Lewis Cook,175,0,26,CM,60,68,Premier League,AFC Bournemouth
Almamy Touré,183,0,27,CB,80,77,Bundesliga,Frankfurt
Christopher Lenz,180,0,28,LWB,72,69,Bundesliga,Frankfurt
Makoto Hasebe,180,72,39,CB,52,62,Bundesliga,Frankfurt
Paul Jaeckel,188,0,24,CB,73,59,Bundesliga,Union Berlin
Jordan Siebatcheu,190,0,27,ST,67,80,Bundesliga,Union Berlin
Rani Khedira,188,0,29,CDM,58,69,Bundesliga,Union Berlin
Morten Thorsby,189,0,27,CM,67,82,Bundesliga,Union Berlin
Danilho Doekhi,190,86,24,CB,56,81,Bundesliga,Union Berlin
Genki Haraguchi,179,0,32,CAM,76,65,Bundesliga,Union Berlin
Diogo Filipe Pinto Leite,188,0,24,CB,60,72,Bundesliga,Union Berlin
Jakub Moder,188,0,24,CDM,68,66,Premier League,Brighton
Kaoru Mitoma,178,71,26,LM,82,65,Premier League,Brighton
Gonzalo Villar,181,0,25,CM,54,53,Serie A,Sampdoria
Ignacio Pussetto,180,0,27,ST,78,71,Serie A,Sampdoria
Chris Richards,188,0,23,CB,78,90,Premier League,Crystal Palace
Luka Milivojević,186,0,32,CDM,47,59,Premier League,Crystal Palace
Jaïro Riedewald,182,0,26,CDM,60,67,Premier League,Crystal Palace
Nathaniel Clyne,175,0,32,RB,69,69,Premier League,Crystal Palace
Joel Ward,188,83,33,RB,54,67,Premier League,Crystal Palace
Marin Pongračić,190,0,25,CB,68,77,Serie A,Lecce
Danny da Costa,187,0,29,RWB,73,81,Bundesliga,1. FSV Mainz 05
Adama Soumaoro,187,91,30,CB,53,85,Serie A,Bologna
Jerdy Schouten,185,74,26,CDM,62,74,Serie A,Bologna
Giangiacomo Magnani,191,0,27,CB,78,76,Serie A,Hellas Verona
Alexander Hack,193,0,29,CB,66,73,Bundesliga,1. FSV Mainz 05
Karim Onisiwo,188,88,31,ST,80,55,Bundesliga,1. FSV Mainz 05
Maxim Leitsch,188,0,25,CB,82,68,Bundesliga,1. FSV Mainz 05
Antonee Robinson,183,70,25,LB,87,75,Premier League,Fulham
Kenny Tete,180,0,27,RB,75,77,Premier League,Fulham
Bobby Decordova-Reid,170,0,30,RM,77,77,Premier League,Fulham
Shane Duffy,193,0,31,CB,34,89,Premier League,Fulham
Nampalys Mendy,167,0,30,CDM,60,76,Premier League,Leicester City
Ryan Bertrand,179,0,33,LB,68,72,Premier League,Leicester City
Kiernan Dewsbury-Hall,177,0,24,CM,66,68,Premier League,Leicester City
Gerrit Holtmann,185,77,28,LW,94,46,Bundesliga,VfL Bochum
Philipp Hofmann,195,0,30,ST,51,53,Bundesliga,VfL Bochum
Cristian Gamboa,175,0,33,RB,88,90,Bundesliga,VfL Bochum
Dodi Lukébakio,187,77,25,RM,83,68,Bundesliga,Hertha Berlin
Maximilian Mittelstädt,180,0,26,LB,78,82,Bundesliga,Hertha Berlin
Marco Richter,176,0,25,RM,75,54,Bundesliga,Hertha Berlin
Kevin-Prince Boateng,186,77,36,CAM,48,75,Bundesliga,Hertha Berlin
Jonjoe Kenny,176,67,26,RB,70,74,Bundesliga,Hertha Berlin
Marvin Plattenhardt,181,0,31,LB,66,71,Bundesliga,Hertha Berlin
Antonio Mirante,193,0,39,GK,43,62,Serie A,Milan
Ricardo Rodríguez,182,77,30,CB,67,73,Serie A,Torino
Karol Linetty,176,73,28,CM,64,78,Serie A,Torino
Nemanja Radonjić,185,0,27,LW,88,45,Serie A,Torino
Mërgim Vojvoda,187,78,28,LWB,69,65,Serie A,Torino
Samuele Ricci,178,0,21,CDM,74,67,Serie A,Torino
Yann Karamoh,185,0,24,LW,78,67,Serie A,Torino
Ola Aina,184,0,26,LWB,83,70,Serie A,Torino
David Zima,190,0,22,CB,74,64,Serie A,Torino
Adam Masina,191,0,29,LWB,62,64,Serie A,Udinese
Isaac Success,182,0,27,ST,73,78,Serie A,Udinese
Destiny Iyenoma Udogie,186,67,20,LWB,87,62,Serie A,Udinese
Walace Souza Silva,188,0,28,CDM,66,55,Serie A,Udinese
Nico Schulz,181,0,30,LB,85,65,Bundesliga,Dortmund
Chris Führich,178,0,25,RM,83,66,Bundesliga,VfB Stuttgart
Marco Friedl,187,0,25,CB,67,66,Bundesliga,Werder Bremen
Jonathan Schmid,180,0,32,RM,67,65,Bundesliga,SC Freiburg
Nils Petersen,188,0,34,ST,52,61,Bundesliga,SC Freiburg
Lukas Kübler,181,0,30,RB,75,71,Bundesliga,SC Freiburg
Manuel Gulde,184,0,32,CB,69,81,Bundesliga,SC Freiburg
Wayne Hennessey,198,0,36,GK,40,41,Premier League,Nott'm Forest
Joe Worrall,190,0,26,CB,58,76,Premier League,Nott'm Forest
Raoul Bellanova,188,0,23,RWB,87,62,Serie A,Inter
Federico Gatti,190,80,24,CB,68,80,Serie A,Juventus
Moussa Djenepo,177,0,24,LM,79,86,Premier League,Southampton
Adam Armstrong,172,0,26,ST,84,85,Premier League,Southampton
Ibrahima Diallo,179,0,24,CDM,65,62,Premier League,Southampton
Luca Kilian,192,0,23,CB,70,65,Bundesliga,1. FC Köln
Japhet Tanganga,180,0,24,RWB,75,87,Premier League,Spurs
Ben Johnson,180,0,23,RB,76,74,Premier League,West Ham
Amine Adli,174,0,23,ST,86,75,Bundesliga,Leverkusen
Anthony Elanga,178,75,21,RW,88,86,Premier League,Manchester Utd
Axel Tuanzebe,185,0,25,CB,81,74,Premier League,Manchester Utd
Ashley Young,175,65,37,LM,67,65,Premier League,Aston Villa
Emil Krafth,184,0,28,RB,65,74,Premier League,Newcastle Utd
Javier Manquillo Gaitán,178,0,29,RB,69,67,Premier League,Newcastle Utd
Sean Longstaff,180,0,25,CM,61,61,Premier League,Newcastle Utd
Salomón Rondón,186,0,33,ST,54,77,Premier League,Everton
Amadou Onana,195,76,21,CDM,74,67,Premier League,Everton
Mateusz Klich,183,82,32,CM,65,64,Premier League,Leeds United
Brenden Aaronson,176,66,22,CAM,81,75,Premier League,Leeds United
Sergio Gómez Martín,171,0,22,LB,70,71,Premier League,Manchester City
Leo Østigård,185,0,23,CB,68,91,Serie A,Napoli
M'Bala Nzola,185,0,26,ST,85,71,Serie A,La Spezia
Emmanuel Gyasi,181,70,29,RM,77,58,Serie A,La Spezia
Ethan Ampadu,183,78,22,CDM,65,86,Serie A,La Spezia
Marcos Antonio,168,0,22,CM,84,53,Serie A,SS Lazio
Matteo Cancellieri,180,0,20,RW,83,54,Serie A,SS Lazio
Kaan Ayhan,184,0,28,CB,56,82,Serie A,Sassuolo
Abdou Harroui,182,0,25,CDM,74,76,Serie A,Sassuolo
Pedro Mba Obiang Avomo,185,0,31,CDM,56,72,Serie A,Sassuolo
Jeremy Toljan,182,74,28,RB,86,80,Serie A,Sassuolo
Andrea Barberis,177,0,29,CDM,74,64,Serie A,AC Monza
Mattia Valoti,181,0,29,CM,62,53,Serie A,AC Monza
Marlon da Silva Barbosa,182,0,27,CB,66,61,Serie A,AC Monza
Nicolò Rovella,179,70,21,CM,72,67,Serie A,AC Monza
Christian Gytkjær,185,0,33,ST,71,81,Serie A,AC Monza
Jack Hendry,194,0,28,CB,71,84,Serie A,Cremonese
Carlos Augusto,184,0,24,LWB,67,67,Serie A,AC Monza
Federico Bonazzoli,182,0,26,ST,70,60,Serie A,Salernitana
Junior Sambia,185,0,26,RWB,73,78,Serie A,Salernitana
Matteo Lovato,188,0,23,CB,70,74,Serie A,Salernitana
Flavius Daniliuc,188,0,22,CB,55,61,Serie A,Salernitana
Domagoj Bradarić,178,0,23,LWB,78,59,Serie A,Salernitana
Lassana Coulibaly,183,0,27,CDM,72,70,Serie A,Salernitana
Ivan Radovanović,187,0,34,CB,47,70,Serie A,Salernitana
Tobias Strobl,188,0,33,CDM,36,74,Bundesliga,FC Augsburg
Elvis Rexhbeçaj,182,0,25,CM,66,58,Bundesliga,FC Augsburg
Ermedin Demirović,185,0,25,ST,73,71,Bundesliga,FC Augsburg
Stanley Nsoki,184,0,24,CB,73,70,Bundesliga,TSG Hoffenheim
Jacob Bruun Larsen,183,77,24,LW,85,75,Bundesliga,TSG Hoffenheim
Ozan Kabak,186,0,23,CB,67,84,Bundesliga,TSG Hoffenheim
Angelo Stiller,183,0,22,CDM,66,69,Bundesliga,TSG Hoffenheim
Mergim Berisha,188,0,25,ST,73,65,Bundesliga,FC Augsburg
Josh Dasilva,184,0,24,CM,76,48,Premier League,Brentford
Frank Onyeka,183,0,25,CDM,81,77,Premier League,Brentford
Lloyd Kelly,191,0,24,CB,72,71,Premier League,AFC Bournemouth
Ben Pearson,176,0,28,CDM,65,83,Premier League,AFC Bournemouth
Mark Travers,191,0,24,GK,39,63,Premier League,AFC Bournemouth
Kieffer Moore,196,83,30,ST,70,75,Premier League,AFC Bournemouth
Jack Stacey,178,0,27,RB,73,69,Premier League,AFC Bournemouth
Sven Michel,179,0,32,ST,74,73,Bundesliga,Union Berlin
Niko Gießelmann,182,0,31,LWB,66,83,Bundesliga,Union Berlin
Janik Haberer,186,0,29,CM,63,59,Bundesliga,Union Berlin
Jamie Leweling,184,0,22,ST,82,55,Bundesliga,Union Berlin
Andrea Conti,184,0,29,RB,74,52,Serie A,Sampdoria
Bartosz Bereszyński,183,77,30,RB,84,69,Serie A,Sampdoria
Valerio Verre,181,0,29,CAM,69,71,Serie A,Sampdoria
Jack Butland,196,95,30,GK,56,76,Premier League,Crystal Palace
Filippo Bandinelli,180,0,28,CM,70,70,Serie A,Empoli
Sebastiano Luperto,191,0,26,CB,58,70,Serie A,Empoli
Răzvan Marin,178,75,27,CM,68,71,Serie A,Empoli
Morten Hjulmand,185,0,23,CDM,60,64,Serie A,Lecce
Rémi Oudin,186,0,26,LM,74,81,Serie A,Lecce
Leandro Barreiro Martins,174,0,23,CM,75,83,Bundesliga,1. FSV Mainz 05
Pavao Pervan,194,92,35,GK,29,44,Bundesliga,VfL Wolfsburg
Omar Marmoush,177,73,24,ST,85,70,Bundesliga,VfL Wolfsburg
Charalampos Lykogiannis,190,87,29,LWB,82,61,Serie A,Bologna
Jhon Lucumí,187,0,24,CB,70,71,Serie A,Bologna
Gary Medel,171,76,35,CB,56,78,Serie A,Bologna
Francesco Bardi,188,0,31,GK,48,75,Serie A,Bologna
Kevin Bonifazi,187,0,27,CB,52,73,Serie A,Bologna
Joshua Zirkzee,193,0,22,ST,69,66,Serie A,Bologna
Kevin Lasagna,186,80,30,ST,87,75,Serie A,Hellas Verona
Fabio Depaoli,182,0,26,RB,73,35,Serie A,Hellas Verona
Marcus Ingvartsen,187,0,27,ST,64,67,Bundesliga,1. FSV Mainz 05
Neeskens Kebano,170,0,31,LM,79,62,Premier League,Fulham
Nathaniel Chalobah,185,0,28,CDM,55,69,Premier League,Fulham
Daniel Iversen,193,0,25,GK,45,62,Premier League,Leicester City
Simon Zoller,179,0,31,ST,71,64,Bundesliga,VfL Bochum
Dominique Heintz,188,0,29,CB,54,63,Bundesliga,VfL Bochum
Jacek Góralski,172,66,30,CDM,69,63,Bundesliga,VfL Bochum
Takuma Asano,173,71,28,RW,88,66,Bundesliga,VfL Bochum
Peter Pekarík,177,0,36,RB,66,62,Bundesliga,Hertha Berlin
Deyovaisio Zeefuik,177,0,25,RB,82,90,Bundesliga,Hertha Berlin
Miloš Veljković,188,0,27,CB,48,83,Bundesliga,Werder Bremen
Carlo Pinsoglio,194,0,33,GK,42,71,Serie A,Juventus
Nicolò Fagioli,178,72,22,CM,73,53,Serie A,Juventus
Aster Vranckx,183,0,20,CM,63,70,Serie A,Milan
Vanja Milinković-Savić,202,90,26,GK,43,58,Serie A,Torino
Etrit Berisha,194,0,34,GK,28,57,Serie A,Torino
Atakan Karazor,191,0,26,CDM,51,65,Bundesliga,VfB Stuttgart
Tobias Sippel,183,0,35,GK,46,64,Bundesliga,M'gladbach
Luca Netz,180,0,20,LB,76,63,Bundesliga,M'gladbach
Patrick Herrmann,179,0,32,RM,71,66,Bundesliga,M'gladbach
Mitchell Weiser,177,0,29,RWB,71,70,Bundesliga,Werder Bremen
Lucas Höler,184,0,28,ST,71,80,Bundesliga,SC Freiburg
Sargis Adamyan,184,0,30,ST,80,73,Bundesliga,1. FC Köln
Jan Thielmann,178,0,21,RM,81,69,Bundesliga,1. FC Köln
Ondrej Duda,181,0,28,CAM,69,70,Bundesliga,1. FC Köln
Daley Sinkgraven,179,0,27,LB,74,68,Bundesliga,Leverkusen
Timothy Fosu-Mensah,185,0,25,RB,67,74,Bundesliga,Leverkusen
Bouna Sarr,177,0,31,RB,74,74,Bundesliga,FC Bayern
Rodrigo Zalazar,178,0,23,CM,75,64,Bundesliga,Nieznany klub
Maya Yoshida,189,0,34,CB,52,82,Bundesliga,Nieznany klub
Tobias Mohr,183,0,27,LM,85,59,Bundesliga,Nieznany klub
Sebastian Polter,192,0,32,ST,70,77,Bundesliga,Nieznany klub
Tom Heaton,188,0,37,GK,49,73,Premier League,Manchester Utd
Brandon Williams,182,0,22,LB,79,74,Premier League,Manchester Utd
Phil Jones,185,71,31,CB,37,79,Premier League,Manchester Utd
Paul Dummett,183,0,31,LB,62,75,Premier League,Newcastle Utd
Matt Ritchie,172,0,33,RM,60,70,Premier League,Newcastle Utd
Jacob Murphy,179,74,28,RM,79,50,Premier League,Newcastle Utd
Lewis O'Brien,173,0,24,CM,69,68,Premier League,Nott'm Forest
Omar Richards,174,0,25,LB,75,71,Premier League,Nott'm Forest
Loïc Badé,191,0,23,CB,57,75,Premier League,Nott'm Forest
Scott McKenna,189,0,26,CB,57,82,Premier League,Nott'm Forest
Ryan Yates,190,0,25,CDM,65,84,Premier League,Nott'm Forest
Armel Bella Kotchap,190,87,21,CB,82,77,Premier League,Southampton
Darren Randolph,188,78,36,GK,42,61,Premier League,West Ham
Harvey Elliott,170,67,20,CAM,78,40,Premier League,Liverpool
Fabio Carvalho,175,66,20,CAM,78,59,Premier League,Liverpool
Reiss Nelson,175,71,23,RW,86,41,Premier League,Arsenal
Marcus Vincius Oliveira Alencar,183,0,20,RM,81,48,Premier League,Arsenal
Eddie Nketiah,180,73,23,ST,81,73,Premier League,Arsenal
Rúben Vinagre,174,0,24,LWB,86,52,Premier League,Everton
Adam Forshaw,174,0,31,CDM,61,43,Premier League,Leeds United
Caoimhin Kelleher,188,0,24,GK,42,68,Premier League,Liverpool
Nathaniel Phillips,190,0,26,CB,52,78,Premier League,Liverpool
Alessio Zerbin,182,0,24,LW,76,59,Serie A,Napoli
Arkadiusz Reca,187,81,27,LWB,78,84,Serie A,La Spezia
Simone Bastoni,181,0,26,LWB,64,66,Serie A,La Spezia
Kevin Agudelo,178,0,24,RW,74,59,Serie A,La Spezia
Mohamed Fares,183,0,27,LW,75,55,Serie A,SS Lazio
Janis Blaswich,193,88,32,GK,42,73,Bundesliga,RB Leipzig
Álvarez Martínez,180,0,22,ST,70,80,Serie A,Sassuolo
Giorgos Kyriakopoulos,182,0,27,LB,67,71,Serie A,Sassuolo
Kristian Thorstvedt,189,0,24,CAM,63,70,Serie A,Sassuolo
Rogério,178,0,25,LB,74,66,Serie A,Sassuolo
Luca Caldirola,186,0,32,CB,47,80,Serie A,AC Monza
Luca Marrone,186,0,33,CB,52,69,Serie A,AC Monza
Patrick Ciurria,178,0,28,CF,76,72,Serie A,AC Monza
Giulio Donati,178,0,33,CB,66,66,Serie A,AC Monza
José Machín,184,0,26,CM,62,59,Serie A,AC Monza
Johan Vásquez,185,0,24,CB,65,69,Serie A,Cremonese
Michele Castagnetti,180,0,33,CDM,57,73,Serie A,Cremonese
David Okereke,181,0,25,ST,87,91,Serie A,Cremonese
Luca Zanimacchia,178,0,24,RM,69,49,Serie A,Cremonese
Vlad Chiricheș,184,0,33,CB,54,69,Serie A,Cremonese
Matteo Bianchetti,189,0,30,CB,61,71,Serie A,Cremonese
Cristian Buonaiuto,179,0,30,LM,77,71,Serie A,Cremonese
Marco Benassi,184,0,28,CM,54,66,Serie A,Fiorentina
Lorenzo Venuti,176,0,28,RB,72,74,Serie A,Fiorentina
Carlos Gruezo,171,0,28,CDM,61,69,Bundesliga,FC Augsburg
Sergi Canós Tenés,175,0,26,LW,71,66,Premier League,Brentford
Marcus Tavernier,177,70,24,CAM,78,50,Premier League,AFC Bournemouth
Junior Stanislas,183,0,33,LW,69,44,Premier League,AFC Bournemouth
Joe Rothwell,183,0,28,CM,77,35,Premier League,AFC Bournemouth
Jaidon Anthony,183,0,23,LW,79,70,Premier League,AFC Bournemouth
Timmy Chandler,186,0,33,RM,59,89,Bundesliga,Frankfurt
Jérôme Onguéné,187,0,25,CB,72,92,Bundesliga,Frankfurt
Aurélio Buta,172,66,26,RM,93,91,Bundesliga,Frankfurt
Paul Seguin,186,0,28,CM,61,72,Bundesliga,Union Berlin
Julian Ryerson,183,0,25,RWB,70,82,Bundesliga,Union Berlin
Alex Ferrari,191,0,28,CB,63,68,Serie A,Sampdoria
Tomás Rincón,177,0,35,CM,60,91,Serie A,Sampdoria
Nicola Murru,180,0,28,LB,70,73,Serie A,Sampdoria
Tommaso Augello,180,0,28,LB,76,67,Serie A,Sampdoria
Abdelhamid Sabiri,186,80,26,CAM,60,70,Serie A,Sampdoria
Billy Gilmour,170,0,21,CM,61,58,Premier League,Brighton
James Tomkins,192,0,34,CB,33,73,Premier League,Crystal Palace
Lorenzo Tonelli,183,0,33,CB,54,76,Serie A,Empoli
Martín Satriano,187,0,22,ST,65,74,Serie A,Empoli
Liam Henderson,183,0,27,CM,73,61,Serie A,Empoli
Alberto Grassi,183,0,28,CM,64,56,Serie A,Empoli
Liberato Cacace,184,0,22,LB,80,77,Serie A,Empoli
Ajdin Hrustić,183,78,26,CM,74,65,Serie A,Hellas Verona
Martin Hongla,181,0,25,CM,79,81,Serie A,Hellas Verona
Aymen Barkok,189,0,25,CAM,76,54,Bundesliga,1. FSV Mainz 05
Emanuel Vignato,175,0,22,CAM,72,53,Serie A,Bologna
Andrea Cambiaso,181,0,23,LWB,74,60,Serie A,Bologna
Philipp Förster,188,82,28,CAM,64,63,Bundesliga,VfL Bochum
Kevin Stöger,175,0,29,CM,56,58,Bundesliga,VfL Bochum
Konstantinos Stafylidis,178,0,29,LB,69,70,Bundesliga,VfL Bochum
Jannes Horn,186,0,26,LB,83,70,Bundesliga,VfL Bochum
Michael Esser,198,0,35,GK,40,67,Bundesliga,VfL Bochum
Rune Almenning Jarstein,190,0,38,GK,36,59,Bundesliga,Hertha Berlin
Marius Bülter,188,0,30,ST,79,44,Bundesliga,Nieznany klub
Hiroki Ito,186,0,24,CB,84,68,Bundesliga,VfB Stuttgart
Anthony Jung,185,0,31,LWB,67,77,Bundesliga,Werder Bremen
Romano Schmid,174,0,23,CAM,79,75,Bundesliga,Werder Bremen
Jens Stage,185,0,26,CM,71,82,Bundesliga,Werder Bremen
Kristjan Asllani,175,0,21,CDM,66,59,Serie A,Inter
Alex Cordaz,188,0,40,GK,26,32,Serie A,Inter
Fodé Ballo-Touré,182,0,26,LB,85,62,Serie A,Milan
Malick Thiaw,191,0,21,CB,73,76,Serie A,Milan
Daniele Padelli,191,0,37,GK,44,65,Serie A,Udinese
Sandi Lovrič,180,0,25,CM,53,58,Serie A,Udinese
Kingsley Ehizibue,189,0,28,RB,88,73,Serie A,Udinese
Jean-Victor Makengo,177,0,24,CM,66,62,Serie A,Udinese
Mato Jajalo,182,0,35,CDM,58,71,Serie A,Udinese
Danny Latza,179,0,33,CM,57,73,Bundesliga,Nieznany klub
Mateu Jaume Morey Bauzá,173,0,23,RB,74,64,Bundesliga,Dortmund
Tony Jantschke,177,0,33,CB,64,83,Bundesliga,M'gladbach
Hannes Wolf,179,0,24,CAM,76,73,Bundesliga,M'gladbach
